bc_short_name,bc_id,bc_short_name_id,parent_bc_id,bc_categories,bc_synonyms,result_scales,bc_definition,bc_hierarchy_level,bc_hierarchy_full,dec_n
Lost To Follow-Up,C48227,Lost To Follow-Up (C48227),,Subject Disposition;Protocol Disposition Events,Lost to Follow-Up,Nominal,The loss or lack of continuation of subject participation after a study has officially closed.,0,Lost To Follow-Up (C48227),5
Low Density Lipoprotein Cholesterol Measurement,C105588,Low Density Lipoprotein Cholesterol Measurement (C105588),C74949,Laboratory Tests;Chemistry Tests;Lipid Measurements,LDL;LDL Cholesterol,Quantitative,The determination of the amount of low-density lipoprotein cholesterol present in a sample.,2,Chemistry Test (C49237); Lipid Measurement (C74949); Low Density Lipoprotein Cholesterol Measurement (C105588),4
Lumpectomy,C15755,Lumpectomy (C15755),C15280,Surgeries;Procedures;Breast Cancer Procedures;Breast Cancer TAUG,Lumpectomy;Lumpectomy of Breast;Partial Mastectomy;lumpectomy;partial mastectomy,Nominal,The surgical removal of a discrete mass.,1,Breast Conservation Treatment (C15280); Lumpectomy (C15755),11
Lymph Node Biopsy,C51900,Lymph Node Biopsy (C51900),C15189,Diagnostic Procedures;Procedures;Biopsies;Breast Cancer Diagnostic Procedures;Breast Cancer TAUG,Biopsy of Lymph Node,Nominal,A test in which a lymph node or a piece of a lymph node is removed for examination under a microscope for signs of infection or disease such as cancer.,2,Diagnostic Procedure (C18020); Biopsy (C15189); Lymph Node Biopsy (C51900),11
Lymph Node State,C124448,Lymph Node State (C124448),C135508,Oncology Standards;Tumor/Lesion Results;TR,LNSTATE,Nominal,A condition or state of a lymph node at a particular time.,1,Organ State (C135508); Lymph Node State (C124448),9
Lymphadenectomy,C15275,Lymphadenectomy (C15275),,Diagnostic Procedures;Procedures;Biopsies;Breast Cancer Diagnostic Procedures;Breast Cancer TAUG,Lymph Node Dissection;Lymph Node Excision;Excision of the Lymph Node,Nominal,"Surgical removal of lymph nodes, usually done to assess the spread of cancer.",0,Lymphadenectomy (C15275),11
Lymphocyte Count,C51949,Lymphocyte Count (C51949),C51948,Laboratory Tests;Hematology Tests;Blood Cell Counts;White Blood Cell Counts,Lymphocytes,Quantitative,The determination of the number of lymphocytes in a blood sample.,3,Hematology Test (C49286); Blood Cell Count (C28133); Leukocyte Count (C51948); Lymphocyte Count (C51949),4
Macrocyte Count,C64821,Macrocyte Count (C64821),C51946,Laboratory Tests;Hematology Tests;Blood Cell Counts;Erythrocyte Counts,Macrocytes;MACROCY,Ordinal,The determination of the number of macrocytes in a blood sample.,3,Hematology Test (C49286); Blood Cell Count (C28133); Erythrocyte Count (C51946); Macrocyte Count (C64821),3
Macroscopic Blood Measurement,C147390,Macroscopic Blood Measurement (C147390),C49237,Laboratory Tests;Chemistry Tests,Visible Blood;Macroscopic Blood;MACROBLD,Ordinal,The determination of the amount or presence of macroscopic blood present in a sample.,1,Chemistry Test (C49237); Macroscopic Blood Measurement (C147390),4
Magnetic Resonance Imaging,C16809,Magnetic Resonance Imaging (C16809),C16502,Diagnostic Imaging;Medical Imaging,Magnetic Resonance;MRI;MRI Scan;NMR;NMR Imaging,Nominal,"Imaging that uses radiofrequency waves and a strong magnetic field rather than x-rays to provide detailed pictures of internal organs and tissues. The technique is valuable for the diagnosis of many pathologic conditions, including cancer, heart and vascular disease, stroke, and joint and musculoskeletal disorders.",1,Diagnostic Imaging (C16502); Magnetic Resonance Imaging (C16809),11
MammaPrint Index,C199199,MammaPrint Index (C199199),C190808,Oncology Standards;Breast Cancer TAUG;Diagnostic Tests;Diagnostic Procedures;Gene Expression Analysis,MammaPrint Index Score;MPI,Quantitative;Nominal,A predictive score for breast cancer reoccurrence based on the expression activity of 70 genes. The results are presented as a score between -1 and 1 with negative scores correlating with low risk of reoccurrence and positive scores correlating with high risk of reoccurrence.,1,Recurrence Risk Score (C190808); MammaPrint Index (C199199),7
Mammography,C16818,Mammography (C16818),C16502,Diagnostic Imaging;Medical Imaging;Breast Cancer Diagnostic Procedures;Breast Cancer TAUG,MG,Nominal,"A type of radiography used specifically to examine breast tissue. The procedure utilizes a low-dose of x-rays or radiation to generate an image. A mammography exam or mammogram, is used as a screening tool to detect early breast cancer in women experiencing no symptoms and to detect and diagnose breast disease.",1,Diagnostic Imaging (C16502); Mammography (C16818),11
Mass Indicator,C154886,Mass Indicator (C154886),C181043,Reproductive Findings;Clinical Findings Indicator;Indicator,MASSIND,Ordinal,An indication as to whether a mass is present.,1,Clinical Findings Indicator (C181043); Mass Indicator (C154886),4
Mass Measurement,C112025,Mass Measurement (C112025),,Musculoskeletal Finding;Mass Measurement,,,Mass Measurement.,0,Mass Measurement (C112025),0
Mastectomy,C15277,Mastectomy (C15277),C157802,Surgeries;Procedures;Breast Cancer Procedures;Breast Cancer TAUG,Mammectomy;Mastectomy;Partial Mastectomy,Nominal,Surgical removal of the breast.,1,Breast Surgery (C157802); Mastectomy (C15277),10
Matted Tumor Mass Present,C94525,Matted Tumor Mass Present (C94525),C82547,Oncology Standards;Tumor/Lesion Identification;TU,TUMERGE;Tumor Merged,Nominal,A finding indicating that two or more tumors have merged to create a single cancerous mass.,1,Abnormal Finding (C82547); Matted Tumor Mass Present (C94525),10
Mean Diameter,C120716,Mean Diameter (C120716),,Mean Diameter,,,The arithmetic mean of a range of values that describe the diameter of an entity.,0,Mean Diameter (C120716),0
Mean Heart Rate by Electrocardiogram,C119259,Mean Heart Rate by Electrocardiogram (C119259),C62085,Electrocardiogram Findings,ECG Mean Heart Rate;EKG Mean Heart Rate;EGHRMN,Quantitative,"The calculated average rate of depolarisation of a specific region of the heart, most often the ventricles, as measured and recorded by an electrocardiograph during a specified, extended period of time, and which is usually expressed in beats per minute.",1,ECG Measurement (C62085); Mean Heart Rate by Electrocardiogram (C119259),8
Medical Examination,C25305,Medical Examination (C25305),,Medical Examination,,,"An appraisal or evaluation of a patient's condition by a clinician that is based on a physical exam, medical history, and the patient's account of symptoms.",0,Medical Examination (C25305),0
Medical History Reported Term,C83118,Medical History Reported Term (C83118),C82571,Reported Events;Medical History Events;Medical Conditions;Presenting Conditions,Medical History;MHTERM,Nominal,The verbatim description of the medical history being reported.,1,Reported Event Term (C82571); Medical History Reported Term (C83118),6
Medical Status,C171082,Medical Status (C171082),,Oncology Standards;Disease Response;Disease Response Criteria;Disease Response and Clinical Classification;RS,,,The status of a patient or subject with regard to their health or a medical procedure.,0,Medical Status (C171082),0
Menarche Indicator,C204694,Menarche Indicator (C204694),C25180,Reproductive Findings;Clinical Findings Indicator;Indicator,MENARIND,Ordinal,An indication as to whether the individual's first menstruation event has occurred.,1,Indicator (C25180); Menarche Indicator (C204694),2
Menopause Status,C106541,Menopause Status (C106541),C117720,Reproductive Findings,MENOSTAT,Nominal,An indicator as to whether the female subject is in menopause.,1,Female Reproductive System Finding (C117720); Menopause Status (C106541),2
Menses Duration,C156586,Menses Duration (C156586),C117720,Reproductive Findings,MENFDUR;Menses Flow Duration,Quantitative,The number of days during which menses is expelled from the uterus.,1,Female Reproductive System Finding (C117720); Menses Duration (C156586),3
Menses Flow Rate Description,C156585,Menses Flow Rate Description (C156585),C117720,Reproductive Findings,MENFRD,Narrative,A subjective description of the menstrual flow rate during a menstrual cycle.,1,Female Reproductive System Finding (C117720); Menses Flow Rate Description (C156585),2
Menstrual Cycle Duration,C119549,Menstrual Cycle Duration (C119549),C25330,Reproductive Findings,MENSDUR,Quantitative,"The length of time of the menses cycle, measured from the beginning of one menstrual period to the beginning of the next.",1,Duration (C25330); Menstrual Cycle Duration (C119549),3
Menstrual Cycle Regularity,C156587,Menstrual Cycle Regularity (C156587),C117720,Reproductive Findings,MENREG,Narrative,A description of how an individual's menstrual cycle conforms to a consistent temporal pattern.,1,Female Reproductive System Finding (C117720); Menstrual Cycle Regularity (C156587),2
Metabolic Response,C123623,Metabolic Response (C123623),C50995,Oncology Standards;Disease Response;Disease Response Criteria;Disease Response and Clinical Classification;RS;LUGANO CLASSIFICATION,METBRESP,Ordinal,An evaluation of the metabolic response of the disease to the therapy.,1,Disease Response (C50995); Metabolic Response (C123623),5
Metastatic Disease Indicator,C132456,Metastatic Disease Indicator (C132456),C181043,Oncology Standards;Metastasis,Metastatic Indicator;METSIND,Ordinal,An indication as to whether a malignancy has appeared at sites distant to the primary site of disease.,1,Clinical Findings Indicator (C181043); Metastatic Disease Indicator (C132456),6
Method,C71460,Method (C71460),,Means,,,"A means, manner of procedure, or systematic course of actions that have to be performed in order to accomplish a particular goal.",0,Method (C71460),0
Microarray Analysis,C18477,Microarray Analysis (C18477),C19770,Oncology Standards;Breast Cancer TAUG;Genetic Testing;Gene Expression Analysis;Molecular Analysis;Genetic Molecular Analysis;Laboratory Procedures,Gene Expression Profiling;Gene Expression Profile,Ordinal;Narrative,"Analysis using microarray technology (e.g., cDNA arrays to see gene expression or protein microarrays to profile the pattern of proteins).",1,Molecular Analysis (C19770); Microarray Analysis (C18477),7
Microbiology Test,C49188,Microbiology Test (C49188),,Microbiology Tests,Laboratory Testing;Microbiology,,A laboratory procedure to detect microorganisms in a sample.,0,Microbiology Test (C49188),0
Microcyte Count,C64822,Microcyte Count (C64822),C51946,Laboratory Tests;Hematology Tests;Blood Cell Counts;Erythrocyte Counts,Microcytes;MICROCY,Ordinal,The determination of the number of microcytes in a blood sample.,3,Hematology Test (C49286); Blood Cell Count (C28133); Erythrocyte Count (C51946); Microcyte Count (C64822),3
Microcyte to Erythrocyte Ratio Measurement,C201227,Microcyte to Erythrocyte Ratio Measurement (C201227),C51946,Laboratory Tests;Hematology Tests;Erythrocyte Counts;Blood Cell Count Ratio Measurements,Microcyte/Erythrocyte;MICRORBC,Quantitative,The determination of the ratio of microcytes compared to erythrocytes present in a sample. The measurement may be expressed as a ratio or percentage.,3,Hematology Test (C49286); Blood Cell Count (C28133); Erythrocyte Count (C51946); Microcyte to Erythrocyte Ratio Measurement (C201227),4
Micrometastasis Present Indicator,C202140,Micrometastasis Present Indicator (C202140),C181043,Oncology Standards;Breast Cancer TAUG;Tumor/Lesion Identification;Tumor Results;Morphologic Findings;Metastasis,Micrometastasis Indicator;Micrometastasis Present,Ordinal,An indication of whether micrometastases were present in a sample.,1,Clinical Findings Indicator (C181043); Micrometastasis Present Indicator (C202140),6
Microsatellite Instability Analysis,C63331,Microsatellite Instability Analysis (C63331),,Genomic Findings;Molecular Analysis;Microsatellite Instability Analysis,,,A laboratory procedure to detect microsatellite instability.,0,Microsatellite Instability Analysis (C63331),0
Microsatellite Instability Length Assessment,C181332,Microsatellite Instability Length Assessment (C181332),C63331,Genomic Findings;Molecular Analysis;Microsatellite Instability Analysis,MICRISTB;Microsatellite Instability,Quantitative;Ordinal,An assessment of the variability in length of microsatellite sequences.,1,Microsatellite Instability Analysis (C63331); Microsatellite Instability Length Assessment (C181332),8
Miscarriage Indicator,C122191,Miscarriage Indicator (C122191),C25180,Reproductive Findings;Clinical Findings Indicator;Indicator,MSCRGIND,Ordinal,Specifies whether any pregnancies resulted in miscarriages.,1,Indicator (C25180); Miscarriage Indicator (C122191),2
Mixed Category Laboratory Procedure,C74957,Mixed Category Laboratory Procedure (C74957),,Laboratory Tests;Mixed Category Laboratory Procedure,,,"A laboratory procedure that is performed in more than one of these laboratory specializations: anatomic pathology, clinical pathology, or molecular pathology.",0,Mixed Category Laboratory Procedure (C74957),0
Molecular Analysis,C19770,Molecular Analysis (C19770),,Laboratory Tests;Laboratory Procedures,Molecular Test;Molecular Procedure;Molecular Assay;Molecular Genetic Analysis,,"A laboratory procedure that involves the study of tissues, cells, and fluids using techniques to analyze biologically active molecules, including nucleic acids, proteins, lipids and carbohydrates, for the identification of processes, characteristics and abnormalities at the molecular level.",0,Molecular Analysis (C19770),0
Molecular Diagnostic Method,C18194,Molecular Diagnostic Method (C18194),,Oncology Standards;Diagnostic Tests;Diagnostic Assays;Diagnostic Procedures,,,Methods for diagnosis or monitoring of disease predisposition by translation and validation of molecular discoveries in medicine into the clinical diagnostic setting.,0,Molecular Diagnostic Method (C18194),0
Monocyte Count,C64823,Monocyte Count (C64823),C51948,Laboratory Tests;Hematology Tests;Blood Cell Counts;White Blood Cell Counts,Monocytes,Quantitative,The determination of the number of monocytes in a blood sample.,3,Hematology Test (C49286); Blood Cell Count (C28133); Leukocyte Count (C51948); Monocyte Count (C64823),4
Morphologic Finding,C35867,Morphologic Finding (C35867),,Histopathology Findings;Microscopic Findings,,,A light microscopic finding that describes the cellular characteristics and architectural patterns of cell populations in a tissue sample.,0,Morphologic Finding (C35867),0
Motion Tenderness Indicator,C154887,Motion Tenderness Indicator (C154887),C25180,Reproductive Findings;Clinical Findings Indicator;Indicator,MTENDIND,Ordinal,An indication as to whether there are symptoms of motion tenderness.,1,Indicator (C25180); Motion Tenderness Indicator (C154887),4
Muscle Endurance Measurement,C181501,Muscle Endurance Measurement (C181501),C87802,Musculoskeletal Finding;Physical Strength,ENDURM;Muscle Endurance,Quantitative,A measurement of a muscle's ability to perform repetitive contractions against a force.,1,Physical Strength (C87802); Muscle Endurance Measurement (C181501),6
Musculoskeletal Finding,C110937,Musculoskeletal Finding (C110937),,Musculoskeletal Finding,,,"Symptoms, physical examination results, and/or laboratory rest results related to the muscles and bones.",0,Musculoskeletal Finding (C110937),0
Myocardial Infarction ECG Assessment,C111280,Myocardial Infarction ECG Assessment (C111280),C83146,Electrocardiogram Findings;Electrocardiogram Abnormalities;ECG Findings;ECG Abnormalities,MI;Myocardial Infarction,Nominal,An electrocardiographic assessment of findings that suggest the occurrence of a myocardial infarction.,1,Electrocardiogram Test (C83146); Myocardial Infarction ECG Assessment (C111280),7
Natural Killer Cell Count,C98762,Natural Killer Cell Count (C98762),C51949,Laboratory Tests;Hematology Tests;Blood Cell Counts;White Blood Cell Counts,Natural Killer Cells,Quantitative,The determination of the amount of natural killer cells present in a sample.,4,Hematology Test (C49286); Blood Cell Count (C28133); Leukocyte Count (C51948); Lymphocyte Count (C51949); Natural Killer Cell Count (C98762),4
Needle Biopsy,C15190,Needle Biopsy (C15190),C15189,Diagnostic Procedures;Procedures;Biopsies;Cancer Diagnostic Procedures;Breast Cancer TAUG,Aspiration Biopsy;Needle Biopsy;Puncture Biopsy;needle biopsy,Nominal,"The removal of a tissue sample using a needle, for microscopic examination.",2,Diagnostic Procedure (C18020); Biopsy (C15189); Needle Biopsy (C15190),11
Neutrophil Band Form Count,C64830,Neutrophil Band Form Count (C64830),C51950,Laboratory Tests;Hematology Tests;Blood Cell Counts;Leukocyte Counts;Neutrophil Counts,Neutrophil Bands;Bands;NEUTB,Quantitative,The determination of the number of band neutrophils in a blood sample.,4,Hematology Test (C49286); Blood Cell Count (C28133); Leukocyte Count (C51948); Neutrophil Count (C51950); Neutrophil Band Form Count (C64830),4
Neutrophil Band Form to Leukocyte Ratio,C64831,Neutrophil Band Form to Leukocyte Ratio (C64831),C67208,Laboratory Tests;Hematology Tests;Blood Cell Counts;Blood Cell Count Ratio Measurements,Neutrophils Band Form/Leukocytes;NEUTBLE,Quantitative,The determination of the ratio of band neutrophils compared to leukocytes in a blood sample. The measurement may be expressed as a ratio or percentage.,3,Hematology Test (C49286); Blood Cell Count (C28133); Blood Cell Count Ratio Measurement (C67208); Neutrophil Band Form to Leukocyte Ratio (C64831),4
Neutrophil Count,C51950,Neutrophil Count (C51950),C51948,Laboratory Tests;Hematology Tests;Blood Cell Counts;Leukocyte Counts,Neutrophils;NEUT,Quantitative;Ordinal,A test to determine the number of neutrophils in a sample of blood.,3,Hematology Test (C49286); Blood Cell Count (C28133); Leukocyte Count (C51948); Neutrophil Count (C51950),4
Neutrophil to Leukocyte Ratio Measurement,C64827,Neutrophil to Leukocyte Ratio Measurement (C64827),C67208,Laboratory Tests;Hematology Tests;Blood Cell Counts;Blood Cell Count Ratio Measurements,Neutrophils/Leukocytes;NEUTLE,Quantitative,The determination of the ratio of neutrophils compared to leukocytes present in a sample. The measurement may be expressed as a ratio or percentage.,3,Hematology Test (C49286); Blood Cell Count (C28133); Blood Cell Count Ratio Measurement (C67208); Neutrophil to Leukocyte Ratio Measurement (C64827),4
New Lesion Indicator,C142362,New Lesion Indicator (C142362),C181043,Oncology Standards;Disease Response;Disease Response Criteria;Disease Response and Clinical Classification;RS;iRECIST;LUGANO CLASSIFICATION;RANO;IRANO 2015,NEWLIND,Ordinal,"An indication as to whether a lesion is newly identified, in comparison to a previous timepoint.",1,Clinical Findings Indicator (C181043); New Lesion Indicator (C142362),5
New Lesion Progression,C103420,New Lesion Progression (C103420),C35461,Oncology Standards;Disease Response;Disease Response Criteria;Disease Response and Clinical Classification;RS;RECIST 1.1;iRECIST;RAJKUMAR MYELOMA 2011,NEWLPROG,Nominal,An assessment of the equivocality of disease progression based on a newly identified lesion.,1,Clinical Course of Disease (C35461); New Lesion Progression (C103420),5
New or Worsening Symptom,C119238,New or Worsening Symptom (C119238),C4876,Findings About Cardiovascular Events;Cardiovascular System Finding;Symptom,NWSYMP;New or Worsening Symptoms,Nominal;Ordinal,The subjective evidence of disease perceived by the patient that can be classified as new or worsening,1,Symptom (C4876); New or Worsening Symptom (C119238),6
Nicotine Measurement,C147403,Nicotine Measurement (C147403),C75342,Laboratory Tests;Chemistry Tests;Drug Class Measurements;CNS Stimulant Drug Measurements,Nicotine,Quantitative;Ordinal,The determination of the amount of nicotine present in a sample.,3,Chemistry Test (C49237); Drug Class Measurement (C74675); CNS Stimulant Drug Measurement (C75342); Nicotine Measurement (C147403),3
Nitrite Measurement,C64810,Nitrite Measurement (C64810),C49237,Laboratory Tests;Chemistry Tests,NITRITE,Quantitative;Ordinal,A quantitative measurement of the amount of nitrite present in a sample.,1,Chemistry Test (C49237); Nitrite Measurement (C64810),4
Nitrosonornicotine,C44414,Nitrosonornicotine (C44414),C45398,Laboratory Tests;Nitroso Carcinogens;Carcinogenic Nitrosamines,NNN;N-nitrosonornicotine,Quantitative,"A yellow, oily liquid nitrosamine that solidifies at cold temperatures and emits toxic fumes of nitrogen oxides when heated to decomposition. Nitrosonornicotine is found in tobacco products and is likely produced by the nitrosation of nicotine during the making and smoking of tobacco products. This substance is only used in research to induce tumors in experimental animals. Exposure to nitrosonornicotine affects the liver and nitrosonornicotine is reasonably anticipated to be a human carcinogen. (NCI05)",1,Carcinogenic Nitrosamine (C45398); Nitrosonornicotine (C44414),3
Non-Protocol Disposition Event,C150824,Non-Protocol Disposition Event (C150824),,Subject Disposition;Non-Protocol Disposition Events,Other Event,,The group of incidents that are not driven by the protocol but that may occur during a clinical trial and describe whether a subject completed the study epoch or the reason this event did not occur.,0,Non-Protocol Disposition Event (C150824),0
Non-Target Enhancing Lesion Response,C135480,Non-Target Enhancing Lesion Response (C135480),C50995,Oncology Standards;Disease Response;Disease Response Criteria;Disease Response and Clinical Classification;RS;RANO;iRANO,NTERESP;Non-Target Enhancing Response,Nominal,An assessment of the response to the therapy of the non-target enhancing lesion.,1,Disease Response (C50995); Non-Target Enhancing Lesion Response (C135480),5
Non-Target Indicator,C161483,Non-Target Indicator (C161483),C25180,Oncology Standards;Tumor/Lesion Identification;TU,NTIND,Nominal,"An indication as to whether a non-target tumor, lesion, or site of disease is present.",1,Indicator (C25180); Non-Target Indicator (C161483),4
Non-Target Non-Enhancing Lesion Response,C135481,Non-Target Non-Enhancing Lesion Response (C135481),C50995,Oncology Standards;Disease Response;Disease Response Criteria;Disease Response and Clinical Classification;RS;RANO;iRANO,NTNERESP;Non-Target Non-Enhancing Response,Nominal,An assessment of the response to the therapy of the non-target non-enhancing lesion.,1,Disease Response (C50995); Non-Target Non-Enhancing Lesion Response (C135481),5
Nornicotine Measurement,C147406,Nornicotine Measurement (C147406),C49237,Laboratory Tests;Chemistry Tests,Nornicotine,Quantitative,The determination of the amount of nornicotine present in a sample.,1,Chemistry Test (C49237); Nornicotine Measurement (C147406),3
Number,C25337,Number (C25337),,Findings,,,"A numeral or string of numerals expressing value, quantity, or identification.",0,Number (C25337),0
Number of Abortions,C106550,Number of Abortions (C106550),C25337,Reproductive Findings,ABORTN,Quantitative,A measurement of the total number of instances in which there has been a termination of pregnancy happening before the fetus is able to sustain independent life.,1,Number (C25337); Number of Abortions (C106550),2
Number of Births,C158275,Number of Births (C158275),C25337,Reproductive Findings,BRTHN,Quantitative,A measurement of the total number of birth events experienced by a female.,1,Number (C25337); Number of Births (C158275),2
Number of Cesarean Sections,C189358,Number of Cesarean Sections (C189358),C25337,Reproductive Findings,CSRSCTN;Number of C-Sections,Quantitative,The total number of cesarean section delivery events experienced by the individual.,1,Number (C25337); Number of Cesarean Sections (C189358),2
Number of Continuous Days of Menstrual Bleeding and/or Spotting,C181528,Number of Continuous Days of Menstrual Bleeding and/or Spotting (C181528),C25337,Reproductive Findings,BLDSPNUM;Number of Continuous Days of Bleed/Spot,Quantitative,The number of days one has experienced continuous menstrual bleeding and/or spotting.,1,Number (C25337); Number of Continuous Days of Menstrual Bleeding and/or Spotting (C181528),2
Number of Early Term Births,C122189,Number of Early Term Births (C122189),C25337,Reproductive Findings,ERLYTRMN,Quantitative,A measurement of the total number of birth events at which the gestational age of the neonate is 37 weeks and 0 days through 38 weeks and 6 days.,1,Number (C25337); Number of Early Term Births (C122189),2
Number of Ectopic Pregnancies,C120832,Number of Ectopic Pregnancies (C120832),C106551,Reproductive Findings,ECTPREGN,Quantitative,A measurement of the total number of ectopic pregnancies experienced by a female subject.,2,Number (C25337); Number of Pregnancies (C106551); Number of Ectopic Pregnancies (C120832),2
Number of Female Sexual Partners,C201478,Number of Female Sexual Partners (C201478),C181525,Reproductive Findings,SXPRTFN;Total Number of Female Sexual Partners,Quantitative,The number of females with whom one has engaged in sexual activity within a specified time interval.,2,Total Number (C127787); Total Number of Sexual Partners (C181525); Number of Female Sexual Partners (C201478),2
Number of Full Term Births,C122190,Number of Full Term Births (C122190),C19332,Reproductive Findings,FULLTRMN,Quantitative,A measurement of the total number of birth events at which the gestational age of the neonate is 39 weeks and 0 days through 40 weeks and 6 days.,1,Personal Attribute (C19332); Number of Full Term Births (C122190),2
Number of Full Term Live Births,C139265,Number of Full Term Live Births (C139265),C178141,Reproductive Findings,BRTHFTN;Number Full Term Live Births,Quantitative,A measurement of the total number of live birth events at which the gestational age of the neonate is 39 weeks and 0 days through 40 weeks and 6 days.,2,Personal Attribute (C19332); Number of Live Births (C178141); Number of Full Term Live Births (C139265),2
Number of Induced Abortions,C120835,Number of Induced Abortions (C120835),C106550,Reproductive Findings,INABORTN,Quantitative,A measurement of the total number of induced abortions experienced by a female subject.,2,Number (C25337); Number of Abortions (C106550); Number of Induced Abortions (C120835),2
Number of Late Fetal Deaths,C120834,Number of Late Fetal Deaths (C120834),C25337,Reproductive Findings,FETLDTHN,Quantitative,A measurement of the total number of fetal deaths (in which the fetus is greater than or equal to 20 weeks gestational age) experienced by a female subject.,1,Number (C25337); Number of Late Fetal Deaths (C120834),2
Number of Live Births,C178141,Number of Live Births (C178141),C19332,Reproductive Findings,BRTHLVN;Live Birth Count,Quantitative,A measurement of the total number of live-born offspring a female has delivered.,1,Personal Attribute (C19332); Number of Live Births (C178141),2
Number of Male Sexual Partners,C201477,Number of Male Sexual Partners (C201477),C181525,Reproductive Findings,SXPRTMN;Total Number of Male Sexual Partners,Quantitative,The number of males with whom one has engaged in sexual activity within a specified time interval.,2,Total Number (C127787); Total Number of Sexual Partners (C181525); Number of Male Sexual Partners (C201477),2
Number of New Female Sexual Partners,C201475,Number of New Female Sexual Partners (C201475),C181525,Reproductive Findings,SXPRTNFN,Quantitative,The number of new female sexual partners within a specified time interval.,2,Total Number (C127787); Total Number of Sexual Partners (C181525); Number of New Female Sexual Partners (C201475),2
Number of New Male Sexual Partners,C201474,Number of New Male Sexual Partners (C201474),C181525,Reproductive Findings,SXPRTNMN,Quantitative,The number of new male sexual partners within a specified time interval.,2,Total Number (C127787); Total Number of Sexual Partners (C181525); Number of New Male Sexual Partners (C201474),2
Number of New Oral Sexual Partners,C201476,Number of New Oral Sexual Partners (C201476),C181525,Reproductive Findings,SXPRTNON,Quantitative,The number of new individuals with whom one has engaged in oral sex within a specified time interval.,2,Total Number (C127787); Total Number of Sexual Partners (C181525); Number of New Oral Sexual Partners (C201476),2
Number of Oral Sexual Partners,C201479,Number of Oral Sexual Partners (C201479),C181525,Reproductive Findings,SXPRTON;Total Number of Oral Sexual Partners,Quantitative,The number of individuals with whom one has engaged in oral sexual activity within a specified time interval.,2,Total Number (C127787); Total Number of Sexual Partners (C181525); Number of Oral Sexual Partners (C201479),2
Number of Pregnancies,C106551,Number of Pregnancies (C106551),C25337,Reproductive Findings,PREGNN;Maternal Gravity;Pregnancy Count;Total Number of Pregnancies,Quantitative,A measurement of the total number of pregnancy events experienced by the female subject.,1,Number (C25337); Number of Pregnancies (C106551),2
Number of Premature Births,C122193,Number of Premature Births (C122193),C19332,Reproductive Findings,PREMBTHN,Quantitative,A measurement of the total number of birth events at which the gestational age of the neonate is less than 37 weeks and 0 days.,1,Personal Attribute (C19332); Number of Premature Births (C122193),2
Number of Premature Live Births,C139266,Number of Premature Live Births (C139266),C178141,Reproductive Findings,BRTHPRN,Quantitative,A measurement of the total number of live birth events at which the gestational age of the neonate is less than 37 weeks and 0 days.,2,Personal Attribute (C19332); Number of Live Births (C178141); Number of Premature Live Births (C139266),2
Number of Previous Pregnancies,C120836,Number of Previous Pregnancies (C120836),C106551,Reproductive Findings,PRVPREGN,Quantitative,A measurement of the total number of pregnancy events experienced by the female subject prior to the current pregnancy.,2,Number (C25337); Number of Pregnancies (C106551); Number of Previous Pregnancies (C120836),2
Number of Renal Arteries,C130195,Number of Renal Arteries (C130195),C25337,Findings;Clinical Test Result;Urinary System Findings,Number of Renal Arteries;RNLANUM,Quantitative,The determination of the total number of renal arteries.,1,Number (C25337); Number of Renal Arteries (C130195),5
Number of Renal Veins,C130196,Number of Renal Veins (C130196),C25337,Findings;Clinical Test Result;Urinary System Findings,Number of Renal Veins;RNLVNUM,Quantitative,The determination of the total number of renal veins.,1,Number (C25337); Number of Renal Veins (C130196),5
Number of Spontaneous Abortions,C120837,Number of Spontaneous Abortions (C120837),C106550,Reproductive Findings,SPABORTN,Quantitative,A measurement of the total number of spontaneous abortions (in which the fetus is less than 20 weeks gestational age) experienced by a female subject.,2,Number (C25337); Number of Abortions (C106550); Number of Spontaneous Abortions (C120837),2
Number of Stillbirths,C139267,Number of Stillbirths (C139267),C25337,Reproductive Findings,BRTHSTN,Quantitative,"A measurement of the total number of birth events at which the fetus is of at least 20 weeks gestation, or of a birth weight of at least 350 grams if the gestational age is unknown, which is born without signs of life at the time of delivery, and with an Apgar score of zero at both one and five minutes.",1,Number (C25337); Number of Stillbirths (C139267),2
Number of Vaginal Deliveries,C189359,Number of Vaginal Deliveries (C189359),C25337,Reproductive Findings,VAGDLVN,Quantitative,The total number of vaginal delivery events experienced by the individual.,1,Number (C25337); Number of Vaginal Deliveries (C189359),2
Number of Years of Education,C122393,Number of Years of Education (C122393),C17468,Subject Characteristics;Socioeconomic Factors;Socioeconomic Status,EDUYRNUM;Education,Quantitative,The number of education years that a subject has competed.,1,Socioeconomic Factors (C17468); Number of Years of Education (C122393),2
Obstetric Procedure,C89340,Obstetric Procedure (C89340),,Reproductive Findings;Intervention or Procedure,,,Any pregnancy or childbirth related procedure associated with a mother during her reproductive years.,0,Obstetric Procedure (C89340),0
Occult Blood Measurement,C74686,Occult Blood Measurement (C74686),C49237,Laboratory Tests;Chemistry Tests,Occult Blood;OCCBLD,Ordinal,"A measurement of the blood in body products such as a urine or stool sample, not detectable on gross examination.",1,Chemistry Test (C49237); Occult Blood Measurement (C74686),4
