package_date,bc_id,sdtmig_start_version,sdtmig_end_version,domain,vlm_source,vlm_group_id,short_name,sdtm_variable,dec_id,nsv_flag,codelist,codelist_submission_value,subset_codelist,value_list,assigned_term,assigned_value,role,subject,linking_phrase,predicate_term,object,data_type,length,format,significant_digits,mandatory_variable,mandatory_value,origin_type,origin_source,comparator,vlm_target
2025-07-01,C64814,3-2,,LB,LB.LBTESTCD,URATESERPL,Urate Concentration in Serum or Plasma,LBSPEC,C70713,N,C78734,SPECTYPE,,,C105706,SERUM OR PLASMA,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C64814,3-2,,LB,LB.LBTESTCD,URATESERPL,Urate Concentration in Serum or Plasma,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64814,3-2,,LB,LB.LBTESTCD,URATESERPL,Urate Concentration in Serum or Plasma,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C125949,3-2,,LB,LB.LBTESTCD,UREANSERPL,Urea Nitrogen in Serum or Plasma,LBTESTCD,,N,C65047,LBTESTCD,,,C125949,UREAN,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C125949,3-2,,LB,LB.LBTESTCD,UREANSERPL,Urea Nitrogen in Serum or Plasma,LBTEST,,N,C67154,LBTEST,,,C125949,Urea Nitrogen,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C125949,3-2,,LB,LB.LBTESTCD,UREANSERPL,Urea Nitrogen in Serum or Plasma,LBCAT,,N,,,,,,CHEMISTRY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C125949,3-2,,LB,LB.LBTESTCD,UREANSERPL,Urea Nitrogen in Serum or Plasma,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C125949,3-2,,LB,LB.LBTESTCD,UREANSERPL,Urea Nitrogen in Serum or Plasma,LBORRESU,C48207,N,C71620,UNIT,,mg/dL;mg/L;mmol/L;umol/L,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2025-07-01,C125949,3-2,,LB,LB.LBTESTCD,UREANSERPL,Urea Nitrogen in Serum or Plasma,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C125949,3-2,,LB,LB.LBTESTCD,UREANSERPL,Urea Nitrogen in Serum or Plasma,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C125949,3-2,,LB,LB.LBTESTCD,UREANSERPL,Urea Nitrogen in Serum or Plasma,LBSTRESU,C48207,N,C71620,UNIT,,,C64387,mmol/L,Qualifier,LBSTRESU,is the unit for the value in,IS_UNIT_FOR,LBSTRESN,,,,,Y,N,,,,Y
2025-07-01,C125949,3-2,,LB,LB.LBTESTCD,UREANSERPL,Urea Nitrogen in Serum or Plasma,LBLOINC,,N,,,,14937-7;3094-0,,,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C125949,3-2,,LB,LB.LBTESTCD,UREANSERPL,Urea Nitrogen in Serum or Plasma,LBSPEC,C70713,N,C78734,SPECTYPE,,,C105706,SERUM OR PLASMA,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C125949,3-2,,LB,LB.LBTESTCD,UREANSERPL,Urea Nitrogen in Serum or Plasma,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C125949,3-2,,LB,LB.LBTESTCD,UREANSERPL,Urea Nitrogen in Serum or Plasma,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64816,3-2,,LB,LB.LBTESTCD,UROBILURIN,Urobilinogen Concentration in Urine,LBTESTCD,,N,C65047,LBTESTCD,,,C64816,UROBIL,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C64816,3-2,,LB,LB.LBTESTCD,UROBILURIN,Urobilinogen Concentration in Urine,LBTEST,,N,C67154,LBTEST,,,C64816,Urobilinogen,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64816,3-2,,LB,LB.LBTESTCD,UROBILURIN,Urobilinogen Concentration in Urine,LBCAT,,N,,,,,,URINALYSIS,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64816,3-2,,LB,LB.LBTESTCD,UROBILURIN,Urobilinogen Concentration in Urine,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64816,3-2,,LB,LB.LBTESTCD,UROBILURIN,Urobilinogen Concentration in Urine,LBORRESU,C48207,N,C71620,UNIT,,EU;mg/dL;umol/L,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2025-07-01,C64816,3-2,,LB,LB.LBTESTCD,UROBILURIN,Urobilinogen Concentration in Urine,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64816,3-2,,LB,LB.LBTESTCD,UROBILURIN,Urobilinogen Concentration in Urine,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64816,3-2,,LB,LB.LBTESTCD,UROBILURIN,Urobilinogen Concentration in Urine,LBSTRESU,C48207,N,C71620,UNIT,,,C48508,umol/L,Qualifier,LBSTRESU,is the unit for the value in,IS_UNIT_FOR,LBSTRESN,,,,,Y,N,,,,Y
2025-07-01,C64816,3-2,,LB,LB.LBTESTCD,UROBILURIN,Urobilinogen Concentration in Urine,LBLOINC,,N,,,,34927-4;3107-0,,,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64816,3-2,,LB,LB.LBTESTCD,UROBILURIN,Urobilinogen Concentration in Urine,LBSPEC,C70713,N,C78734,SPECTYPE,,,C13283,URINE,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C64816,3-2,,LB,LB.LBTESTCD,UROBILURIN,Urobilinogen Concentration in Urine,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64816,3-2,,LB,LB.LBTESTCD,UROBILURIN,Urobilinogen Concentration in Urine,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64810,3-2,,LB,LB.LBTESTCD,UROBILURINPRES,Urobilinogen Presence in Urine,LBTESTCD,,N,C65047,LBTESTCD,,,C64810,NITRITE,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C64810,3-2,,LB,LB.LBTESTCD,UROBILURINPRES,Urobilinogen Presence in Urine,LBTEST,,N,C67154,LBTEST,,,C64810,Nitrite,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64810,3-2,,LB,LB.LBTESTCD,UROBILURINPRES,Urobilinogen Presence in Urine,LBCAT,,N,,,,,,URINALYSIS,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64810,3-2,,LB,LB.LBTESTCD,UROBILURINPRES,Urobilinogen Presence in Urine,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,text,200.0,,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64810,3-2,,LB,LB.LBTESTCD,UROBILURINPRES,Urobilinogen Presence in Urine,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,text,200.0,,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64810,3-2,,LB,LB.LBTESTCD,UROBILURINPRES,Urobilinogen Presence in Urine,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64810,3-2,,LB,LB.LBTESTCD,UROBILURINPRES,Urobilinogen Presence in Urine,LBLOINC,,N,,,,,,13658-0,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64810,3-2,,LB,LB.LBTESTCD,UROBILURINPRES,Urobilinogen Presence in Urine,LBSPEC,C70713,N,C78734,SPECTYPE,,,C13283,URINE,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C64810,3-2,,LB,LB.LBTESTCD,UROBILURINPRES,Urobilinogen Presence in Urine,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64810,3-2,,LB,LB.LBTESTCD,UROBILURINPRES,Urobilinogen Presence in Urine,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12BLD,Vitamin B12 Concentration in Blood,LBTESTCD,,N,C65047,LBTESTCD,,,C64817,VITB12,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12BLD,Vitamin B12 Concentration in Blood,LBTEST,,N,C67154,LBTEST,,,C64817,Vitamin B12,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12BLD,Vitamin B12 Concentration in Blood,LBCAT,,N,,,,,,CHEMISTRY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12BLD,Vitamin B12 Concentration in Blood,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12BLD,Vitamin B12 Concentration in Blood,LBORRESU,C48207,N,C71620,UNIT,,pmol/L;ng/L,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12BLD,Vitamin B12 Concentration in Blood,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12BLD,Vitamin B12 Concentration in Blood,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12BLD,Vitamin B12 Concentration in Blood,LBSTRESU,C48207,N,C71620,UNIT,,,C67434,pmol/L,Qualifier,LBSTRESU,is the unit for the value in,IS_UNIT_FOR,LBSTRESN,,,,,Y,N,,,,Y
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12BLD,Vitamin B12 Concentration in Blood,LBLOINC,,N,,,,,,16695-9,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12BLD,Vitamin B12 Concentration in Blood,LBSPEC,C70713,N,C78734,SPECTYPE,,,C12434,BLOOD,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12BLD,Vitamin B12 Concentration in Blood,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12BLD,Vitamin B12 Concentration in Blood,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12SERPL,Vitamin B12 Concentration in Serum or Plasma,LBTESTCD,,N,C65047,LBTESTCD,,,C64817,VITB12,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12SERPL,Vitamin B12 Concentration in Serum or Plasma,LBTEST,,N,C67154,LBTEST,,,C64817,Vitamin B12,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12SERPL,Vitamin B12 Concentration in Serum or Plasma,LBCAT,,N,,,,,,CHEMISTRY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12SERPL,Vitamin B12 Concentration in Serum or Plasma,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12SERPL,Vitamin B12 Concentration in Serum or Plasma,LBORRESU,C48207,N,C71620,UNIT,,pmol/L;ng/L,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12SERPL,Vitamin B12 Concentration in Serum or Plasma,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12SERPL,Vitamin B12 Concentration in Serum or Plasma,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12SERPL,Vitamin B12 Concentration in Serum or Plasma,LBSTRESU,C48207,N,C71620,UNIT,,,C67434,pmol/L,Qualifier,LBSTRESU,is the unit for the value in,IS_UNIT_FOR,LBSTRESN,,,,,Y,N,,,,Y
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12SERPL,Vitamin B12 Concentration in Serum or Plasma,LBLOINC,,N,,,,14685-2;2132-9,,,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12SERPL,Vitamin B12 Concentration in Serum or Plasma,LBSPEC,C70713,N,C78734,SPECTYPE,,,C105706,SERUM OR PLASMA,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12SERPL,Vitamin B12 Concentration in Serum or Plasma,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64817,3-2,,LB,LB.LBTESTCD,VITB12SERPL,Vitamin B12 Concentration in Serum or Plasma,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9BLD,Vitamin B9 Concentration in Blood,LBTESTCD,,N,C65047,LBTESTCD,,,C74676,VITB9,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9BLD,Vitamin B9 Concentration in Blood,LBTEST,,N,C67154,LBTEST,,,C74676,Vitamin B9,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9BLD,Vitamin B9 Concentration in Blood,LBCAT,,N,,,,,,CHEMISTRY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9BLD,Vitamin B9 Concentration in Blood,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9BLD,Vitamin B9 Concentration in Blood,LBORRESU,C48207,N,C71620,UNIT,,nmol/L;ug/L,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9BLD,Vitamin B9 Concentration in Blood,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9BLD,Vitamin B9 Concentration in Blood,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9BLD,Vitamin B9 Concentration in Blood,LBSTRESU,C48207,N,C71620,UNIT,,,C67432,nmol/L,Qualifier,LBSTRESU,is the unit for the value in,IS_UNIT_FOR,LBSTRESN,,,,,Y,N,,,,Y
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9BLD,Vitamin B9 Concentration in Blood,LBLOINC,,N,,,,2282-2;25415-1,,,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9BLD,Vitamin B9 Concentration in Blood,LBSPEC,C70713,N,C78734,SPECTYPE,,,C12434,BLOOD,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9BLD,Vitamin B9 Concentration in Blood,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9BLD,Vitamin B9 Concentration in Blood,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9SERPL,Vitamin B9 Concentration in Serum or Plasma,LBTESTCD,,N,C65047,LBTESTCD,,,C74676,VITB9,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9SERPL,Vitamin B9 Concentration in Serum or Plasma,LBTEST,,N,C67154,LBTEST,,,C74676,Vitamin B9,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9SERPL,Vitamin B9 Concentration in Serum or Plasma,LBCAT,,N,,,,,,CHEMISTRY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9SERPL,Vitamin B9 Concentration in Serum or Plasma,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9SERPL,Vitamin B9 Concentration in Serum or Plasma,LBORRESU,C48207,N,C71620,UNIT,,nmol/L;ug/L,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9SERPL,Vitamin B9 Concentration in Serum or Plasma,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9SERPL,Vitamin B9 Concentration in Serum or Plasma,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9SERPL,Vitamin B9 Concentration in Serum or Plasma,LBSTRESU,C48207,N,C71620,UNIT,,,C67432,nmol/L,Qualifier,LBSTRESU,is the unit for the value in,IS_UNIT_FOR,LBSTRESN,,,,,Y,N,,,,Y
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9SERPL,Vitamin B9 Concentration in Serum or Plasma,LBLOINC,,N,,,,14732-2;2284-8,,,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9SERPL,Vitamin B9 Concentration in Serum or Plasma,LBSPEC,C70713,N,C78734,SPECTYPE,,,C105706,SERUM OR PLASMA,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9SERPL,Vitamin B9 Concentration in Serum or Plasma,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C74676,3-2,,LB,LB.LBTESTCD,VITB9SERPL,Vitamin B9 Concentration in Serum or Plasma,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C105589,3-2,,LB,LB.LBTESTCD,VLDLSERPL,VLDL Cholesterol in Serum or Plasma,LBTESTCD,,N,C65047,LBTESTCD,,,C105589,VLDL,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C105589,3-2,,LB,LB.LBTESTCD,VLDLSERPL,VLDL Cholesterol in Serum or Plasma,LBTEST,,N,C67154,LBTEST,,,C105589,VLDL Cholesterol,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C105589,3-2,,LB,LB.LBTESTCD,VLDLSERPL,VLDL Cholesterol in Serum or Plasma,LBCAT,,N,,,,,,CHEMISTRY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C105589,3-2,,LB,LB.LBTESTCD,VLDLSERPL,VLDL Cholesterol in Serum or Plasma,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C105589,3-2,,LB,LB.LBTESTCD,VLDLSERPL,VLDL Cholesterol in Serum or Plasma,LBORRESU,C48207,N,C71620,UNIT,,mg/dL;mg/L;mmol/L;umol/L,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2025-07-01,C105589,3-2,,LB,LB.LBTESTCD,VLDLSERPL,VLDL Cholesterol in Serum or Plasma,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C105589,3-2,,LB,LB.LBTESTCD,VLDLSERPL,VLDL Cholesterol in Serum or Plasma,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C105589,3-2,,LB,LB.LBTESTCD,VLDLSERPL,VLDL Cholesterol in Serum or Plasma,LBSTRESU,C48207,N,C71620,UNIT,,,C64387,mmol/L,Qualifier,LBSTRESU,is the unit for the value in,IS_UNIT_FOR,LBSTRESN,,,,,Y,N,,,,Y
2025-07-01,C105589,3-2,,LB,LB.LBTESTCD,VLDLSERPL,VLDL Cholesterol in Serum or Plasma,LBLOINC,,N,,,,25371-6;2091-7,,,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C105589,3-2,,LB,LB.LBTESTCD,VLDLSERPL,VLDL Cholesterol in Serum or Plasma,LBSPEC,C70713,N,C78734,SPECTYPE,,,C105706,SERUM OR PLASMA,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
