package_date,bc_id,vlm_group_id,standard,standard_start_version,standard_end_version,domain,crf_group_id,implementation_option,scenario,categories,short_name,crf_item,variable_name,dec_id,question_text,prompt,completion_instructions,order_number,mandatory_variable,data_type,length,significant_digits,display_hidden,derived_variable,derivation_description,codelist,codelist_submission_value,value_list,value_display_list,selection_type,prepopulated_term,prepopulated_code,sdtm_target_variable,sdtm_annotation,sdtm_mapping
2025-12-31,C64797,MCH,CDASHIG,2-3,,LB,MCH_DENORMALIZED,Denormalized,Local Processing,,Erythrocyte Mean Corpuscular Hemoglobin (Denormalized),MCH_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,,10,N,decimal,8,2.0,N,N,,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C64797,MCH,CDASHIG,2-3,,LB,MCH_DENORMALIZED,Denormalized,Local Processing,,Erythrocyte Mean Corpuscular Hemoglobin (Denormalized),MCH_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,,11,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C64799,MCV,CDASHIG,2-3,,LB,MCV_DENORMALIZED,Denormalized,Local Processing,,Erythrocyte Mean Corpuscular Volume (Denormalized),MCV_LBCAT,LBCAT,,,Lab Panel Name,,1,N,text,100,,Y,N,,,,,,,HEMATOLOGY,,LBCAT,LBCAT = HEMATOLOGY,
2025-12-31,C64799,MCV,CDASHIG,2-3,,LB,MCV_DENORMALIZED,Denormalized,Local Processing,,Erythrocyte Mean Corpuscular Volume (Denormalized),MCV_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,,2,N,text,100,,Y,N,,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C64799,MCV,CDASHIG,2-3,,LB,MCV_DENORMALIZED,Denormalized,Local Processing,,Erythrocyte Mean Corpuscular Volume (Denormalized),MCV_LBNAM,LBNAM,,What was the name of the laboratory used?,,,3,N,text,200,,N,N,,,,,,,,,LBNAM,LBNAM,
2025-12-31,C64799,MCV,CDASHIG,2-3,,LB,MCV_DENORMALIZED,Denormalized,Local Processing,,Erythrocyte Mean Corpuscular Volume (Denormalized),MCV_LBDAT,LBDAT,C82515,,Specimen Collection Date,,4,N,date,10,,N,N,,,,,,,,,LBDTC,LBDTC,
2025-12-31,C64799,MCV,CDASHIG,2-3,,LB,MCV_DENORMALIZED,Denormalized,Local Processing,,Erythrocyte Mean Corpuscular Volume (Denormalized),MCV_LBSPEC,LBSPEC,C70713,,Specimen Material,,5,Y,text,100,,N,N,,C78734,SPECTYPE,,,,ERYTHROCYTES,C12521,LBSPEC,LBSPEC = ERYTHROCYTES,
2025-12-31,C64799,MCV,CDASHIG,2-3,,LB,MCV_DENORMALIZED,Denormalized,Local Processing,,Erythrocyte Mean Corpuscular Volume (Denormalized),MCV_LBFAST,LBFAST,C93566,Was the subject fasting?,,,6,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBFAST,LBFAST,
2025-12-31,C64799,MCV,CDASHIG,2-3,,LB,MCV_DENORMALIZED,Denormalized,Local Processing,,Erythrocyte Mean Corpuscular Volume (Denormalized),MCV_LBORRES,LBORRES,C70856,,Ery. Mean Corpuscular Volume,,7,Y,decimal,8,2.0,N,N,,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = MCV,
2025-12-31,C64799,MCV,CDASHIG,2-3,,LB,MCV_DENORMALIZED,Denormalized,Local Processing,,Erythrocyte Mean Corpuscular Volume (Denormalized),MCV_LBORRESU,LBORRESU,C44279,,Unit,,8,Y,text,20,,N,N,,C71620,UNIT,,,,fL,C64780,LBORRESU;LBTESTCD;LBTEST,LBORRESU = fL when LBTESTCD = MCV,
2025-12-31,C64799,MCV,CDASHIG,2-3,,LB,MCV_DENORMALIZED,Denormalized,Local Processing,,Erythrocyte Mean Corpuscular Volume (Denormalized),MCV_LBORNRLO,LBORNRLO,,,Normal Range Lower Limit,,9,N,decimal,8,2.0,N,N,,,,,,,,,LBORNRLO,LBORNRLO,
2025-12-31,C64799,MCV,CDASHIG,2-3,,LB,MCV_DENORMALIZED,Denormalized,Local Processing,,Erythrocyte Mean Corpuscular Volume (Denormalized),MCV_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,,10,N,decimal,8,2.0,N,N,,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C64799,MCV,CDASHIG,2-3,,LB,MCV_DENORMALIZED,Denormalized,Local Processing,,Erythrocyte Mean Corpuscular Volume (Denormalized),MCV_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,,11,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C64822,MICROCYBLD,CDASHIG,2-3,,LB,MICROCYBLD_DENORMALIZED,Denormalized,Local Processing,,Microcytes in Blood (Denormalized),MICROCY_LBCAT,LBCAT,,,Lab Panel Name,,1,N,text,100,,Y,N,,,,,,,HEMATOLOGY,,LBCAT,LBCAT = HEMATOLOGY,
2025-12-31,C64822,MICROCYBLD,CDASHIG,2-3,,LB,MICROCYBLD_DENORMALIZED,Denormalized,Local Processing,,Microcytes in Blood (Denormalized),MICROCY_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,,2,N,text,100,,Y,N,,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C64822,MICROCYBLD,CDASHIG,2-3,,LB,MICROCYBLD_DENORMALIZED,Denormalized,Local Processing,,Microcytes in Blood (Denormalized),MICROCY_LBNAM,LBNAM,,What was the name of the laboratory used?,,,3,N,text,200,,N,N,,,,,,,,,LBNAM,LBNAM,
2025-12-31,C64822,MICROCYBLD,CDASHIG,2-3,,LB,MICROCYBLD_DENORMALIZED,Denormalized,Local Processing,,Microcytes in Blood (Denormalized),MICROCY_LBDAT,LBDAT,C82515,,Specimen Collection Date,,4,N,date,10,,N,N,,,,,,,,,LBDTC,LBDTC,
2025-12-31,C64822,MICROCYBLD,CDASHIG,2-3,,LB,MICROCYBLD_DENORMALIZED,Denormalized,Local Processing,,Microcytes in Blood (Denormalized),MICROCY_LBSPEC,LBSPEC,C70713,,Specimen Material,,5,Y,text,100,,N,N,,C78734,SPECTYPE,,,,BLOOD,C12434,LBSPEC,LBSPEC = BLOOD,
2025-12-31,C64822,MICROCYBLD,CDASHIG,2-3,,LB,MICROCYBLD_DENORMALIZED,Denormalized,Local Processing,,Microcytes in Blood (Denormalized),MICROCY_LBFAST,LBFAST,C93566,Was the subject fasting?,,,6,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBFAST,LBFAST,
2025-12-31,C64822,MICROCYBLD,CDASHIG,2-3,,LB,MICROCYBLD_DENORMALIZED,Denormalized,Local Processing,,Microcytes in Blood (Denormalized),MICROCY_LBORRES,LBORRES,C70856,,Microcytes,,7,Y,text,200,,N,N,,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = MICROCY,
2025-12-31,C64822,MICROCYBLD,CDASHIG,2-3,,LB,MICROCYBLD_DENORMALIZED,Denormalized,Local Processing,,Microcytes in Blood (Denormalized),MICROCY_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,,8,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C64823,MONOBLD,CDASHIG,2-3,,LB,MONOBLD_DENORMALIZED,Denormalized,Local Processing,,Monocyte Count in Blood (Denormalized),MONO_LBCAT,LBCAT,,,Lab Panel Name,,1,N,text,100,,Y,N,,,,,,,HEMATOLOGY,,LBCAT,LBCAT = HEMATOLOGY,
2025-12-31,C64823,MONOBLD,CDASHIG,2-3,,LB,MONOBLD_DENORMALIZED,Denormalized,Local Processing,,Monocyte Count in Blood (Denormalized),MONO_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,,2,N,text,100,,Y,N,,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C64823,MONOBLD,CDASHIG,2-3,,LB,MONOBLD_DENORMALIZED,Denormalized,Local Processing,,Monocyte Count in Blood (Denormalized),MONO_LBNAM,LBNAM,,What was the name of the laboratory used?,,,3,N,text,200,,N,N,,,,,,,,,LBNAM,LBNAM,
2025-12-31,C64823,MONOBLD,CDASHIG,2-3,,LB,MONOBLD_DENORMALIZED,Denormalized,Local Processing,,Monocyte Count in Blood (Denormalized),MONO_LBDAT,LBDAT,C82515,,Specimen Collection Date,,4,N,date,10,,N,N,,,,,,,,,LBDTC,LBDTC,
2025-12-31,C64823,MONOBLD,CDASHIG,2-3,,LB,MONOBLD_DENORMALIZED,Denormalized,Local Processing,,Monocyte Count in Blood (Denormalized),MONO_LBSPEC,LBSPEC,C70713,,Specimen Material,,5,Y,text,100,,N,N,,C78734,SPECTYPE,,,,BLOOD,C12434,LBSPEC,LBSPEC = BLOOD,
2025-12-31,C64823,MONOBLD,CDASHIG,2-3,,LB,MONOBLD_DENORMALIZED,Denormalized,Local Processing,,Monocyte Count in Blood (Denormalized),MONO_LBFAST,LBFAST,C93566,Was the subject fasting?,,,6,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBFAST,LBFAST,
2025-12-31,C64823,MONOBLD,CDASHIG,2-3,,LB,MONOBLD_DENORMALIZED,Denormalized,Local Processing,,Monocyte Count in Blood (Denormalized),MONO_LBORRES,LBORRES,C70856,,Monocytes,,7,Y,decimal,8,2.0,N,N,,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = MONO,
2025-12-31,C64823,MONOBLD,CDASHIG,2-3,,LB,MONOBLD_DENORMALIZED,Denormalized,Local Processing,,Monocyte Count in Blood (Denormalized),MONO_LBORRESU,LBORRESU,C67391,,Unit,,8,Y,text,20,,N,N,,C71620,UNIT,,,,10^9/L,C67255,LBORRESU;LBTESTCD;LBTEST,LBORRESU = 10^9/L when LBTESTCD = MONO,
2025-12-31,C64823,MONOBLD,CDASHIG,2-3,,LB,MONOBLD_DENORMALIZED,Denormalized,Local Processing,,Monocyte Count in Blood (Denormalized),MONO_LBORNRLO,LBORNRLO,,,Normal Range Lower Limit,,9,N,decimal,8,2.0,N,N,,,,,,,,,LBORNRLO,LBORNRLO,
2025-12-31,C64823,MONOBLD,CDASHIG,2-3,,LB,MONOBLD_DENORMALIZED,Denormalized,Local Processing,,Monocyte Count in Blood (Denormalized),MONO_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,,10,N,decimal,8,2.0,N,N,,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C64823,MONOBLD,CDASHIG,2-3,,LB,MONOBLD_DENORMALIZED,Denormalized,Local Processing,,Monocyte Count in Blood (Denormalized),MONO_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,,11,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C64830,NEUTBBLD,CDASHIG,2-3,,LB,NEUTBBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form in Blood (Denormalized),NEUTB_LBCAT,LBCAT,,,Lab Panel Name,,1,N,text,100,,Y,N,,,,,,,HEMATOLOGY,,LBCAT,LBCAT = HEMATOLOGY,
2025-12-31,C64830,NEUTBBLD,CDASHIG,2-3,,LB,NEUTBBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form in Blood (Denormalized),NEUTB_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,,2,N,text,100,,Y,N,,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C64830,NEUTBBLD,CDASHIG,2-3,,LB,NEUTBBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form in Blood (Denormalized),NEUTB_LBNAM,LBNAM,,What was the name of the laboratory used?,,,3,N,text,200,,N,N,,,,,,,,,LBNAM,LBNAM,
2025-12-31,C64830,NEUTBBLD,CDASHIG,2-3,,LB,NEUTBBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form in Blood (Denormalized),NEUTB_LBDAT,LBDAT,C82515,,Specimen Collection Date,,4,N,date,10,,N,N,,,,,,,,,LBDTC,LBDTC,
2025-12-31,C64830,NEUTBBLD,CDASHIG,2-3,,LB,NEUTBBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form in Blood (Denormalized),NEUTB_LBSPEC,LBSPEC,C70713,,Specimen Material,,5,Y,text,100,,N,N,,C78734,SPECTYPE,,,,BLOOD,C12434,LBSPEC,LBSPEC = BLOOD,
2025-12-31,C64830,NEUTBBLD,CDASHIG,2-3,,LB,NEUTBBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form in Blood (Denormalized),NEUTB_LBFAST,LBFAST,C93566,Was the subject fasting?,,,6,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBFAST,LBFAST,
2025-12-31,C64830,NEUTBBLD,CDASHIG,2-3,,LB,NEUTBBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form in Blood (Denormalized),NEUTB_LBORRES,LBORRES,C70856,,Neutrophils Band Form,,7,Y,decimal,8,2.0,N,N,,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = NEUTB,
2025-12-31,C64830,NEUTBBLD,CDASHIG,2-3,,LB,NEUTBBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form in Blood (Denormalized),NEUTB_LBORRESU,LBORRESU,C67391,,Unit,,8,Y,text,20,,N,N,,C71620,UNIT,,,,10^6/L,C67452,LBORRESU;LBTESTCD;LBTEST,LBORRESU = 10^6/L when LBTESTCD = NEUTB,
2025-12-31,C64830,NEUTBBLD,CDASHIG,2-3,,LB,NEUTBBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form in Blood (Denormalized),NEUTB_LBORNRLO,LBORNRLO,,,Normal Range Lower Limit,,9,N,decimal,8,2.0,N,N,,,,,,,,,LBORNRLO,LBORNRLO,
2025-12-31,C64830,NEUTBBLD,CDASHIG,2-3,,LB,NEUTBBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form in Blood (Denormalized),NEUTB_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,,10,N,decimal,8,2.0,N,N,,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C64830,NEUTBBLD,CDASHIG,2-3,,LB,NEUTBBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form in Blood (Denormalized),NEUTB_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,,11,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C63321,NEUTBLD,CDASHIG,2-3,,LB,NEUTBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils in Blood (Denormalized),NEUT_LBCAT,LBCAT,,,Lab Panel Name,,1,N,text,100,,Y,N,,,,,,,HEMATOLOGY,,LBCAT,LBCAT = HEMATOLOGY,
2025-12-31,C63321,NEUTBLD,CDASHIG,2-3,,LB,NEUTBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils in Blood (Denormalized),NEUT_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,,2,N,text,100,,Y,N,,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C63321,NEUTBLD,CDASHIG,2-3,,LB,NEUTBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils in Blood (Denormalized),NEUT_LBNAM,LBNAM,,What was the name of the laboratory used?,,,3,N,text,200,,N,N,,,,,,,,,LBNAM,LBNAM,
2025-12-31,C63321,NEUTBLD,CDASHIG,2-3,,LB,NEUTBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils in Blood (Denormalized),NEUT_LBDAT,LBDAT,C82515,,Specimen Collection Date,,4,N,date,10,,N,N,,,,,,,,,LBDTC,LBDTC,
2025-12-31,C63321,NEUTBLD,CDASHIG,2-3,,LB,NEUTBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils in Blood (Denormalized),NEUT_LBSPEC,LBSPEC,C70713,,Specimen Material,,5,Y,text,100,,N,N,,C78734,SPECTYPE,,,,BLOOD,C12434,LBSPEC,LBSPEC = BLOOD,
2025-12-31,C63321,NEUTBLD,CDASHIG,2-3,,LB,NEUTBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils in Blood (Denormalized),NEUT_LBFAST,LBFAST,C93566,Was the subject fasting?,,,6,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBFAST,LBFAST,
2025-12-31,C63321,NEUTBLD,CDASHIG,2-3,,LB,NEUTBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils in Blood (Denormalized),NEUT_LBORRES,LBORRES,C70856,,Neutrophils,,7,Y,decimal,8,2.0,N,N,,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = NEUT,
2025-12-31,C63321,NEUTBLD,CDASHIG,2-3,,LB,NEUTBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils in Blood (Denormalized),NEUT_LBORRESU,LBORRESU,C67391,,Unit,,8,Y,text,20,,N,N,,C71620,UNIT,,,,10^9/L,C67255,LBORRESU;LBTESTCD;LBTEST,LBORRESU = 10^9/L when LBTESTCD = NEUT,
2025-12-31,C63321,NEUTBLD,CDASHIG,2-3,,LB,NEUTBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils in Blood (Denormalized),NEUT_LBORNRLO,LBORNRLO,,,Normal Range Lower Limit,,9,N,decimal,8,2.0,N,N,,,,,,,,,LBORNRLO,LBORNRLO,
2025-12-31,C63321,NEUTBLD,CDASHIG,2-3,,LB,NEUTBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils in Blood (Denormalized),NEUT_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,,10,N,decimal,8,2.0,N,N,,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C63321,NEUTBLD,CDASHIG,2-3,,LB,NEUTBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils in Blood (Denormalized),NEUT_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,,11,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C64831,NEUTBLEBLD,CDASHIG,2-3,,LB,NEUTBLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form/Leukocytes in Blood (Denormalized),NEUTBLE_LBCAT,LBCAT,,,Lab Panel Name,,1,N,text,100,,Y,N,,,,,,,HEMATOLOGY,,LBCAT,LBCAT = HEMATOLOGY,
2025-12-31,C64831,NEUTBLEBLD,CDASHIG,2-3,,LB,NEUTBLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form/Leukocytes in Blood (Denormalized),NEUTBLE_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,,2,N,text,100,,Y,N,,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C64831,NEUTBLEBLD,CDASHIG,2-3,,LB,NEUTBLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form/Leukocytes in Blood (Denormalized),NEUTBLE_LBNAM,LBNAM,,What was the name of the laboratory used?,,,3,N,text,200,,N,N,,,,,,,,,LBNAM,LBNAM,
2025-12-31,C64831,NEUTBLEBLD,CDASHIG,2-3,,LB,NEUTBLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form/Leukocytes in Blood (Denormalized),NEUTBLE_LBDAT,LBDAT,C82515,,Specimen Collection Date,,4,N,date,10,,N,N,,,,,,,,,LBDTC,LBDTC,
2025-12-31,C64831,NEUTBLEBLD,CDASHIG,2-3,,LB,NEUTBLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form/Leukocytes in Blood (Denormalized),NEUTBLE_LBSPEC,LBSPEC,C70713,,Specimen Material,,5,Y,text,100,,N,N,,C78734,SPECTYPE,,,,BLOOD,C12434,LBSPEC,LBSPEC = BLOOD,
2025-12-31,C64831,NEUTBLEBLD,CDASHIG,2-3,,LB,NEUTBLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form/Leukocytes in Blood (Denormalized),NEUTBLE_LBFAST,LBFAST,C93566,Was the subject fasting?,,,6,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBFAST,LBFAST,
2025-12-31,C64831,NEUTBLEBLD,CDASHIG,2-3,,LB,NEUTBLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form/Leukocytes in Blood (Denormalized),NEUTBLE_LBORRES,LBORRES,C70856,,Neutrophils Band Form/Leukocytes,,7,Y,decimal,8,2.0,N,N,,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = NEUTBLE,
2025-12-31,C64831,NEUTBLEBLD,CDASHIG,2-3,,LB,NEUTBLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form/Leukocytes in Blood (Denormalized),NEUTBLE_LBORRESU,LBORRESU,C48570,,Unit,,8,Y,text,20,,N,N,,C71620,UNIT,,,,%,C25613,LBORRESU;LBTESTCD;LBTEST,LBORRESU = % when LBTESTCD = NEUTBLE,
2025-12-31,C64831,NEUTBLEBLD,CDASHIG,2-3,,LB,NEUTBLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form/Leukocytes in Blood (Denormalized),NEUTBLE_LBORNRLO,LBORNRLO,,,Normal Range Lower Limit,,9,N,decimal,8,2.0,N,N,,,,,,,,,LBORNRLO,LBORNRLO,
2025-12-31,C64831,NEUTBLEBLD,CDASHIG,2-3,,LB,NEUTBLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form/Leukocytes in Blood (Denormalized),NEUTBLE_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,,10,N,decimal,8,2.0,N,N,,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C64831,NEUTBLEBLD,CDASHIG,2-3,,LB,NEUTBLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils Band Form/Leukocytes in Blood (Denormalized),NEUTBLE_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,,11,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C64827,NEUTLEBLD,CDASHIG,2-3,,LB,NEUTLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils/Leukocytes in Blood (Denormalized),NEUTLE_LBCAT,LBCAT,,,Lab Panel Name,,1,N,text,100,,Y,N,,,,,,,HEMATOLOGY,,LBCAT,LBCAT = HEMATOLOGY,
2025-12-31,C64827,NEUTLEBLD,CDASHIG,2-3,,LB,NEUTLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils/Leukocytes in Blood (Denormalized),NEUTLE_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,,2,N,text,100,,Y,N,,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C64827,NEUTLEBLD,CDASHIG,2-3,,LB,NEUTLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils/Leukocytes in Blood (Denormalized),NEUTLE_LBNAM,LBNAM,,What was the name of the laboratory used?,,,3,N,text,200,,N,N,,,,,,,,,LBNAM,LBNAM,
2025-12-31,C64827,NEUTLEBLD,CDASHIG,2-3,,LB,NEUTLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils/Leukocytes in Blood (Denormalized),NEUTLE_LBDAT,LBDAT,C82515,,Specimen Collection Date,,4,N,date,10,,N,N,,,,,,,,,LBDTC,LBDTC,
2025-12-31,C64827,NEUTLEBLD,CDASHIG,2-3,,LB,NEUTLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils/Leukocytes in Blood (Denormalized),NEUTLE_LBSPEC,LBSPEC,C70713,,Specimen Material,,5,Y,text,100,,N,N,,C78734,SPECTYPE,,,,BLOOD,C12434,LBSPEC,LBSPEC = BLOOD,
2025-12-31,C64827,NEUTLEBLD,CDASHIG,2-3,,LB,NEUTLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils/Leukocytes in Blood (Denormalized),NEUTLE_LBFAST,LBFAST,C93566,Was the subject fasting?,,,6,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBFAST,LBFAST,
2025-12-31,C64827,NEUTLEBLD,CDASHIG,2-3,,LB,NEUTLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils/Leukocytes in Blood (Denormalized),NEUTLE_LBORRES,LBORRES,C70856,,Neutrophils/Leukocytes,,7,Y,decimal,8,2.0,N,N,,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = NEUTLE,
2025-12-31,C64827,NEUTLEBLD,CDASHIG,2-3,,LB,NEUTLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils/Leukocytes in Blood (Denormalized),NEUTLE_LBORRESU,LBORRESU,C48570,,Unit,,8,Y,text,20,,N,N,,C71620,UNIT,,,,%,C25613,LBORRESU;LBTESTCD;LBTEST,LBORRESU = % when LBTESTCD = NEUTLE,
2025-12-31,C64827,NEUTLEBLD,CDASHIG,2-3,,LB,NEUTLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils/Leukocytes in Blood (Denormalized),NEUTLE_LBORNRLO,LBORNRLO,,,Normal Range Lower Limit,,9,N,decimal,8,2.0,N,N,,,,,,,,,LBORNRLO,LBORNRLO,
2025-12-31,C64827,NEUTLEBLD,CDASHIG,2-3,,LB,NEUTLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils/Leukocytes in Blood (Denormalized),NEUTLE_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,,10,N,decimal,8,2.0,N,N,,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C64827,NEUTLEBLD,CDASHIG,2-3,,LB,NEUTLEBLD_DENORMALIZED,Denormalized,Local Processing,,Neutrophils/Leukocytes in Blood (Denormalized),NEUTLE_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,,11,N,text,1,,N,N,,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C81997,NEUTSGBLD,CDASHIG,2-3,,LB,NEUTSGBLD_DENORMALIZED,Denormalized,Local Processing,,Segmented Neutrophils in Blood (Denormalized),NEUTSG_LBCAT,LBCAT,,,Lab Panel Name,,1,N,text,100,,Y,N,,,,,,,HEMATOLOGY,,LBCAT,LBCAT = HEMATOLOGY,
2025-12-31,C81997,NEUTSGBLD,CDASHIG,2-3,,LB,NEUTSGBLD_DENORMALIZED,Denormalized,Local Processing,,Segmented Neutrophils in Blood (Denormalized),NEUTSG_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,,2,N,text,100,,Y,N,,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C81997,NEUTSGBLD,CDASHIG,2-3,,LB,NEUTSGBLD_DENORMALIZED,Denormalized,Local Processing,,Segmented Neutrophils in Blood (Denormalized),NEUTSG_LBNAM,LBNAM,,What was the name of the laboratory used?,,,3,N,text,200,,N,N,,,,,,,,,LBNAM,LBNAM,
2025-12-31,C81997,NEUTSGBLD,CDASHIG,2-3,,LB,NEUTSGBLD_DENORMALIZED,Denormalized,Local Processing,,Segmented Neutrophils in Blood (Denormalized),NEUTSG_LBDAT,LBDAT,C82515,,Specimen Collection Date,,4,N,date,10,,N,N,,,,,,,,,LBDTC,LBDTC,
