bc_short_name,bc_id,bc_short_name_id,parent_bc_id,bc_categories,bc_synonyms,result_scales,bc_definition,bc_hierarchy_level,bc_hierarchy_full,dec_n
Microarray Analysis,C18477,Microarray Analysis (C18477),C19770,Genetic Testing;Gene Expression Analysis;Molecular Analysis;Genetic Molecular Analysis;Laboratory Procedures,Gene Expression Profiling;Gene Expression Profile,Ordinal;Narrative,"Analysis using microarray technology (e.g., cDNA arrays to see gene expression or protein microarrays to profile the pattern of proteins).",0,Microarray Analysis (C18477),7
Microbial-induced Antibody Measurement,C187780,Microbial-induced Antibody Measurement (C187780),,Laboratory Tests;Immunogenicity Specimen Assessments;Microbial-induced Antibody Measurement,,,The determination of the amount of total microbial-induced antibody in a sample.,0,Microbial-induced Antibody Measurement (C187780),0
Microbial-induced IgM Antibody Measurement,C187786,Microbial-induced IgM Antibody Measurement (C187786),C187780,Laboratory Tests;Immunogenicity Specimen Assessments;Microbial-induced Antibody Measurement,MBIMAB;Microbial-induced IgM Antibody,Quantitative;Ordinal,The determination of the amount of microbial-induced IgM antibody in a sample.,1,Microbial-induced Antibody Measurement (C187780); Microbial-induced IgM Antibody Measurement (C187786),9
Micrometastasis Present Indicator,C202140,Micrometastasis Present Indicator (C202140),C181043,Morphologic Findings;Metastasis,Micrometastasis Indicator;Micrometastasis Present,Ordinal,An indication of whether micrometastases were present in a sample.,0,Micrometastasis Present Indicator (C202140),6
Needle Biopsy,C15190,Needle Biopsy (C15190),C15189,Diagnostic Procedures;Biopsies,Aspiration Biopsy;Needle Biopsy;Puncture Biopsy;needle biopsy,Nominal,"The removal of a tissue sample using a needle, for microscopic examination.",1,Biopsy Procedure (C15189); Needle Biopsy (C15190),11
Number of Years of Education,C122393,Number of Years of Education (C122393),C17468,Subject Characteristics;Socioeconomic Factors;Socioeconomic Status;Education,EDUYRNUM;Education,Quantitative,The number of education years that a subject has competed.,0,Number of Years of Education (C122393),3
Oncotype DX Breast Cancer Assay,C52159,Oncotype DX Breast Cancer Assay (C52159),C18194,Diagnostic Tests;Diagnostic Assays;Diagnostic Procedures;Gene Expression Analysis;Assays,Oncotype DX,Quantitative;Narrative,"A diagnostic assay that quantifies the likelihood of breast cancer recurrence in women with newly diagnosed, early stage breast cancer. In addition to predicting distant disease recurrence, Oncotype DX also assesses the benefit from certain types of chemotherapy. The assay, performed using formalin-fixed, paraffin-embedded tumor tissue, analyzes the expression of a panel of 21 genes and the results are provided as a Recurrence Score (0-100). The gene panel was selected and the Recurrence Score calculation was derived through extensive laboratory testing and multiple independent clinical development studies. Oncotype DX is validated for use in breast cancer patients whose disease is newly diagnosed, stage I or II, node-negative, estrogen receptor-positive and who will be treated with tamoxifen.",0,Oncotype DX Breast Cancer Assay (C52159),6
Overall Survival,C125201,Overall Survival (C125201),,Disease Response;Disease Response Criteria;Survival,Overall Survival Time,Temporal,A measure of the time until death from any cause.,0,Overall Survival (C125201),5
PD-L1 Positive,C128554,PD-L1 Positive (C128554),C177692,Laboratory Tests;Immunology Tests;Genetic Testing;Gene Expression Analysis;Gene Products;Genetic Variation;Genetic Variation Analysis,B7 Homolog 1 Positive;B7-H Positive;B7H1 Positive;CD274 Antigen Positive;CD274 Molecule Positive;CD274 Positive;Expression of PD-L1;PD-L1 Positive;PD-L1+;PDCD1L1 Positive;PDCD1LG1 Positive;PDL1 Positive;Positive;Programmed Cell Death 1 Ligand 1 Positive,Ordinal,An immunohistochemical test result that indicates expression of PD-L1 in a tissue sample of a primary or metastatic malignant neoplasm.,1,Expression Positive (C177692); PD-L1 Positive (C128554),7
PGI Generic Modification Version - Change,C135818,PGI Generic Modification Version - Change (C135818),C135706,QRS;Clinical or Research Assessment Questionnaire;Patient Global Impression Generic Modification Version Questionnaire;PGI;PGI01;PGI Generic Modification Version Questionnaire Question,PGI01-Change;PGI0102;PGI Generic Modification Version - Change,Ordinal,Patient Global Impression Generic Modification Version (PGI Generic Modification Version) Compared to <previously assessed protocol specified time point> how much has your condition changed?,1,PGI Generic Modification Version Questionnaire Question (C135706); PGI Generic Modification Version - Change (C135818),5
PGI Generic Modification Version - Improvement,C135819,PGI Generic Modification Version - Improvement (C135819),C135706,QRS;Clinical or Research Assessment Questionnaire;Patient Global Impression Generic Modification Version Questionnaire;PGI;PGI01;PGI Generic Modification Version Questionnaire Question,PGI01-Improvement;PGI0103;PGI Generic Modification Version - Improvement,Ordinal,Patient Global Impression Generic Modification Version (PGI Generic Modification Version) Compared to <previously assessed protocol specified time point> how much has your condition improved?,1,PGI Generic Modification Version Questionnaire Question (C135706); PGI Generic Modification Version - Improvement (C135819),5
PGI Generic Modification Version - Severity,C135817,PGI Generic Modification Version - Severity (C135817),C135706,QRS;Clinical or Research Assessment Questionnaire;Patient Global Impression Generic Modification Version Questionnaire;PGI;PGI01;PGI Generic Modification Version Questionnaire Question,PGI01-Severity;PGI0101;PGI Generic Modification Version - Severity,Ordinal,"Patient Global Impression Generic Modification Version (PGI Generic Modification Version) Considering all the ways your condition impacts you, how severe is your condition at this time?",1,PGI Generic Modification Version Questionnaire Question (C135706); PGI Generic Modification Version - Severity (C135817),5
PGI Generic Modification Version Questionnaire Question,C135706,PGI Generic Modification Version Questionnaire Question (C135706),C211913,QRS Instrument Questions,,,A question associated with the PGI Generic Modification Version questionnaire.,0,PGI Generic Modification Version Questionnaire Question (C135706),0
Patient Global Impression Generic Modification Version Questionnaire,C135739,Patient Global Impression Generic Modification Version Questionnaire (C135739),C91105,QRS;Clinical or Research Assessment Questionnaire;Patient Global Impression Generic Modification Version Questionnaire;PGI;PGI01,PGI;PGI01;PGI Generic Modification Version,,"A modified, generic version of a standardized questionnaire, developed as a patient reported outcomes counterpart for the Clinical Global Impressions scale published by Guy et al. in 1976, that assesses a patient's perception of their condition.",0,Patient Global Impression Generic Modification Version Questionnaire (C135739),0
Percentage of in situ Carcinoma,C123559,Percentage of in situ Carcinoma (C123559),C35867,Disease Response;Tumor Results;Tumor Measurements,PCTISCA,Quantitative,A relative measurement (percentage) of in situ component present in a carcinoma compared to the entire malignant cellular proliferation.,0,Percentage of in situ Carcinoma (C123559),7
Positron Emission Tomography,C17007,Positron Emission Tomography (C17007),C17369,Diagnostic Imaging;Medical Imaging;Diagnostic Procedures,Medical Imaging;PET;PET SCAN;PET Scan;PET scan;PT;Pet Scan;Positron Emission Tomography Scan;Positron emission tomography (procedure);Positron-Emission Tomography;positron emission tomography scan;proton magnetic resonance spectroscopic imaging,Nominal,"A technique for measuring the gamma radiation produced by collisions of electrons and positrons (anti-electrons) within living tissue. In positron emission tomography (PET), a subject is given a dose of a positron-emitting radionuclide attached to a metabolically active substance (for example, 2-fluoro-2-deoxy-D-glucose (FDG), which is similar to a naturally occurring sugar, glucose, with the addition of a radioactive fluorine atom). When living tissue containing the positron emitter is bombarded by electrons, gamma radiation produced by collisions of electrons and positrons is detected by a scanner, revealing in fine detail the tissue location of the metabolically-active substance administered.",1,Imaging Procedure (C17369); Positron Emission Tomography (C17007),11
Progesterone Receptor Measurement,C117846,Progesterone Receptor Measurement (C117846),C64430,Laboratory Tests;Chemistry Tests;Endocrine Tests;Hormone Measurements;Protein or Enzyme Type Measurement,PROGESTR;NR3C3;PGR;PR;Progesterone Receptor,Nominal;Quantitative,The determination of the amount of progesterone receptor present in a sample.,0,Progesterone Receptor Measurement (C117846),6
Progesterone Receptor Positive,C15496,Progesterone Receptor Positive (C15496),C16149,Laboratory Tests;Chemistry Tests;Endocrine Tests;Hormone Measurements;Protein or Enzyme Type Measurement,PGR Positive;PR Positive,Ordinal,An indication that progesterone receptor (PRG; PR) expression has been detected in a sample.,2,Hormone Receptor Status (C188928); Progesterone Receptor Status (C16149); Progesterone Receptor Positive (C15496),7
Progesterone Receptor Status,C16149,Progesterone Receptor Status (C16149),C188928,Laboratory Tests;Chemistry Tests;Endocrine Tests;Hormone Measurements;Protein or Enzyme Type Measurement,PgR Status;Progesterone Receptor,Ordinal,Indicates the progesterone receptor level measured in a primary tumor or in metastases. (>=10 is positive if measured in fmols/mg cytosol protein; Otherwise use institutional standards),1,Hormone Receptor Status (C188928); Progesterone Receptor Status (C16149),7
Progression-free Survival,C28234,Progression-free Survival (C28234),,Disease Response;Disease Response Criteria;Survival,PFS,Temporal,The length of time during and after treatment in which a patient is living with a disease that does not get worse. Progression-free survival may be used in a clinical study or trial to help find out how well a new treatment works.,0,Progression-free Survival (C28234),5
Recurrence Indicator,C93645,Recurrence Indicator (C93645),C25180,Disease Response;Recurrence;Indicators,Recurrence,Ordinal,"Specifies whether this is a reappearance of an entity, event or activity.",0,Recurrence Indicator (C93645),4
Recurrence Risk Score,C190808,Recurrence Risk Score (C190808),,Diagnostic Tests,,,A score that estimates the likelihood that an individual with have a recurrence of a disease.,0,Recurrence Risk Score (C190808),0
Recurrence in Distant Nodes,C192424,Recurrence in Distant Nodes (C192424),C55073,Disease Response;Recurrent Disease,Nodal-Distant;Recurrence in Distant Nodes,Ordinal,A recurrence of disease in distant lymph nodes.,0,Recurrence in Distant Nodes (C192424),4
Recurrent Disease,C38155,Recurrent Disease (C38155),,Disease Response;Recurrent Disease,Recurrence;Disease Relapse,Ordinal,The return of a disease after a period of remission.,0,Recurrent Disease (C38155),4
Residual Cancer Burden,C160722,Residual Cancer Burden (C160722),,Tumor Results;Disease Response,RCB Class,Ordinal,An indication of the amount of invasive cancer in breast or lymph node tissue after completion of neoadjuvant chemotherapy.,0,Residual Cancer Burden (C160722),6
Residual Cancer Burden Class,C160724,Residual Cancer Burden Class (C160724),C160723,Tumor Results;Disease Response,RCB Class,Ordinal,Residual cancer burden classes that use pre-defined cut-points representing progressively greater extents of residual cancer and indicating a greater risk of recurrence.,1,Residual Cancer Burden Index (C160723); Residual Cancer Burden Class (C160724),6
Residual Cancer Burden Index,C160723,Residual Cancer Burden Index (C160723),,Tumor Results;Disease Response,RCB Index,Ordinal,"A score estimated from routine pathologic sections of the primary breast tumor site and the regional lymph nodes after the completion of neoadjuvant therapy. Variables used in the calculation include: primary tumor bed area, overall cancer cellularity, percentage of cancer that is in situ disease, number of positive lymph nodes, and diameter of largest metastasis. These scores are divided into 4 classes that stratify patients based on their chance of disease recurrence.",0,Residual Cancer Burden Index (C160723),6
Rutgeerts Score - Rutgeerts Score,C191153,Rutgeerts Score - Rutgeerts Score (C191153),C190946,QRS;Clinical or Research Assessment Classification;Rutgeerts Score Clinical Classification;RUTGEERTS SCORE;RUTG01;Rutgeerts Score Clinical Classification Question,RUTG01-Rutgeerts Score;RUTG0101;Rutgeerts Score - Rutgeerts Score,Ordinal,Rutgeerts Score (Rutgeerts Score) Rutgeerts score.,1,Rutgeerts Score Clinical Classification Question (C190946); Rutgeerts Score - Rutgeerts Score (C191153),4
Rutgeerts Score Clinical Classification,C191039,Rutgeerts Score Clinical Classification (C191039),C118969,QRS;Clinical or Research Assessment Classification;Rutgeerts Score Clinical Classification;RUTGEERTS SCORE;RUTG01,,,A standardized scoring system developed by Rutgeerts et al. in 1990 that is used to assess postoperative disease recurrence in patients that have undergone ileocecal resection as treatment for Crohn disease.,0,Rutgeerts Score Clinical Classification (C191039),0
Rutgeerts Score Clinical Classification Question,C190946,Rutgeerts Score Clinical Classification Question (C190946),C211913,QRS Instrument Questions,Rutgeerts Score Clinical Classification;RUTGEERTS SCORE;RUTG01,,A question associated with the Rutgeerts Score clinical classification.,0,Rutgeerts Score Clinical Classification Question (C190946),0
Sentinel Lymph Node Biopsy,C15667,Sentinel Lymph Node Biopsy (C15667),C51900,Diagnostic Procedures;Biopsies;Breast Cancer Diagnostic Procedures,SLNB;SNB;Sentinel Node Biopsy;Sentinel node biopsy alone,Nominal,"Surgical removal and examination of the sentinel node, the lymph node which is first in receiving the lymphatic drainage of a specified anatomic location and is most likely to be affected by the lymphatic spread of cancer.",2,Biopsy Procedure (C15189); Lymph Node Biopsy (C51900); Sentinel Lymph Node Biopsy (C15667),11
Substance Use Yes No Indicator,C219639,Substance Use Yes No Indicator (C219639),C82438,Event Occurrence Indicators;Substance Use,SUYN,Nominal,An indication of whether substance use has taken place.,0,Substance Use Yes No Indicator (C219639),2
Surgical Margins Status,C123560,Surgical Margins Status (C123560),C125581,Tumor Results;Pathology Results,Margin Status;SGMGSTAT,Ordinal,The determination of the presence of actual or potential neoplastic tissue which has been left outside the boundary of a resected specimen within the patient.,0,Surgical Margins Status (C123560),6
Tanner Scale,C82394,Tanner Scale (C82394),,QRS;Clinical or Research Assessment Classification;Tanner Scale-Boy Clinical Classification Question;Tanner Scale Boy Version;TANN02;TANNER SCALE BOY;Tanner Scale-Boy;Tanner Scale-Girl Clinical Classification Question;Tanner Scale Girl Version;TANN01;TANNER SCALE GIRL;Tanner Scale Girl Version;Tanner Scale-Girl,,,"A scale of physical development in children, adolescents and adults based on external primary and secondary sex characteristics, such as the size of the breasts, genitalia, and development of pubic hair.",0,Tanner Scale (C82394),0
Tanner Scale Boy Version,C124703,Tanner Scale Boy Version (C124703),C82394,QRS;Clinical or Research Assessment Classification;Tanner Scale-Boy Clinical Classification Question;Tanner Scale Boy Version;TANN02;TANNER SCALE BOY;Tanner Scale-Boy,TANN02;TANNER SCALE BOY;Tanner Scale Boy Version;Tanner Scale-Boy,,"A standardized rating scale developed by Marshal and Tanner in 1970, which is a classification system used to measure physical development in children, adolescents and adults. The boy version of the tanner scale assesses the different stages of physical maturity based on testicular volume, genitalia growth and the development of pubic hair. This instrument has 5 stages.",1,Tanner Scale (C82394); Tanner Scale Boy Version (C124703),0
Tanner Scale Girl Version,C124704,Tanner Scale Girl Version (C124704),C82394,QRS;Clinical or Research Assessment Classification;Tanner Scale-Girl Clinical Classification Question;Tanner Scale Girl Version;TANN01;TANNER SCALE GIRL;Tanner Scale Girl Version;Tanner Scale-Girl,TANN01;TANNER SCALE GIRL;Tanner Scale-Girl,,"A standardized rating scale developed by Marshal and Tanner in 1969, which is a classification system used to measure physical development in children, adolescents and adults. The girl version of the tanner scale assesses the different stages of physical maturity based on breast development and the growth of pubic hair. This instrument has 5 stages.",1,Tanner Scale (C82394); Tanner Scale Girl Version (C124704),0
Tanner Scale-Boy - Genitalia Stages,C124716,Tanner Scale-Boy - Genitalia Stages (C124716),C124689,QRS;Clinical or Research Assessment Classification;Tanner Scale-Boy Clinical Classification Question;Tanner Scale Boy Version;TANN02;TANNER SCALE BOY;Tanner Scale-Boy,TANN02-Genitalia Stages;TANN0201;Tanner Scale-Boy - Genitalia Stages,Ordinal,Tanner Scale Boy Version (Tanner Scale-Boy) Genitalia stages.,1,Tanner Scale-Boy Clinical Classification Question (C124689); Tanner Scale-Boy - Genitalia Stages (C124716),3
Tanner Scale-Boy - Pubic Hair Stages,C124717,Tanner Scale-Boy - Pubic Hair Stages (C124717),C124689,QRS;Clinical or Research Assessment Classification;Tanner Scale-Boy Clinical Classification Question;Tanner Scale Boy Version;TANN02;TANNER SCALE BOY;Tanner Scale-Boy,TANN02-Pubic Hair Stages;TANN0202;Tanner Scale-Boy - Pubic Hair Stages,Ordinal,Tanner Scale Boy Version (Tanner Scale-Boy) Pubic hair stages.,1,Tanner Scale-Boy Clinical Classification Question (C124689); Tanner Scale-Boy - Pubic Hair Stages (C124717),3
Tanner Scale-Boy Clinical Classification Question,C124689,Tanner Scale-Boy Clinical Classification Question (C124689),C211913,QRS Instrument Questions,,,A question associated with the Tanner Scale-Boy clinical classification.,0,Tanner Scale-Boy Clinical Classification Question (C124689),0
Tanner Scale-Girl - Breast Stages,C124718,Tanner Scale-Girl - Breast Stages (C124718),C124690,QRS;Clinical or Research Assessment Classification;Tanner Scale-Girl Clinical Classification Question;Tanner Scale Girl Version;TANN01;TANNER SCALE GIRL;Tanner Scale Girl Version;Tanner Scale-Girl,TANN01-Breast Stages;TANN0101;Tanner Scale-Girl - Breast Stages,Ordinal,Tanner Scale Girl Version (Tanner Scale-Girl) Breast stages.,1,Tanner Scale-Girl Clinical Classification Question (C124690); Tanner Scale-Girl - Breast Stages (C124718),3
Tanner Scale-Girl - Pubic Hair Stages,C124719,Tanner Scale-Girl - Pubic Hair Stages (C124719),C124690,QRS;Clinical or Research Assessment Classification;Tanner Scale-Girl Clinical Classification Question;Tanner Scale Girl Version;TANN01;TANNER SCALE GIRL;Tanner Scale Girl Version;Tanner Scale-Girl,TANN01-Pubic Hair Stages;TANN0102;Tanner Scale-Girl - Pubic Hair Stages,Ordinal,Tanner Scale Girl Version (Tanner Scale-Girl) Pubic hair stages.,1,Tanner Scale-Girl Clinical Classification Question (C124690); Tanner Scale-Girl - Pubic Hair Stages (C124719),3
Tanner Scale-Girl Clinical Classification Question,C124690,Tanner Scale-Girl Clinical Classification Question (C124690),C211913,QRS Instrument Questions,,,A question associated with the Tanner Scale-Girl clinical classification.,0,Tanner Scale-Girl Clinical Classification Question (C124690),0
Triple-Negative Breast Cancer Finding,C71428,Triple-Negative Breast Cancer Finding (C71428),C94299,Receptor Status,ER-Negative PR-Negative ERBB2-Negative;ER-negative PR-negative HER2/neu-negative;ER/PR/HER2 Negative;ESR1/PGR/ERBB2 Negative Finding;TNBC;Triple Negative Breast Cancer Result,Ordinal,Triple-negative breast cancer finding is a negative test result that occurs when the cells in the tumor of a breast cancer patient lack the receptors for both estrogen and progesterone and the human epidermal growth factor receptor 2.,0,Triple-Negative Breast Cancer Finding (C71428),7
Tumor Size Measurement,C106303,Tumor Size Measurement (C106303),,Tumor Results;Tumor Measurements,,Quantitative,The measurement of the size of a tumor mass either clinically or in a surgically resected specimen.,0,Tumor Size Measurement (C106303),8
Ultrasound Imaging,C17230,Ultrasound Imaging (C17230),C17369,Diagnostic Imaging;Medical Imaging;Diagnostic Procedures,Ultrasonography;2-Dimensional Ultrasound Imaging;Ultrasound;Ultrasound Test;US,Nominal,The use of high-frequency sound waves to generate images of the body.,1,Imaging Procedure (C17369); Ultrasound Imaging (C17230),11
